,Registeration_year,Name,Manufacturer,distance_travelled,fuel_used,gear_change,final_prices,years_old
1287,2015,,Maruti,25000,,,500000,8
1288,2019,Hyundai i20 Sportz Plus BSIV,Hyundai,45000,Petrol,Manual,735000,4
1289,2020,Toyota Fortuner 2.7 2WD AT,Toyota,21000,Petrol,Automatic,3500000,3
1290,2017,Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV,Ford,20000,Petrol,Manual,550000,6
1291,2021,Kia Seltos HTX IVT G,Kia,13000,Petrol,Automatic,1675000,2
1292,2018,Maruti Baleno 1.3 Alpha,Maruti,50000,Diesel,Manual,675000,5
1293,2012,Maruti Swift VXI,Maruti,70000,Petrol,Manual,400000,11
1294,2018,Mahindra NuvoSport N8,Mahindra,35000,Diesel,Manual,900000,5
1295,2015,,Maruti,25000,,,500000,8
1296,2018,Tata Hexa XT 4X4,Tata,70000,Diesel,Manual,1150000,5
1297,2017,Maruti Ciaz 1.4 Alpha,Maruti,40000,Petrol,Manual,775000,6
1298,2013,Ford Figo Diesel Titanium,Ford,100000,Diesel,Manual,245000,10
1299,2016,Hyundai Xcent 1.2 Kappa Base,Hyundai,59306,Petrol,Manual,331000,7
1300,2018,Hyundai i20 1.2 Era,Hyundai,31986,Petrol,Manual,503000,5
1301,2018,Maruti Vitara Brezza ZDi Plus AMT,Maruti,95000,Diesel,Automatic,895000,5
1302,2014,Honda City i VTEC CVT SV,Honda,79768,Petrol,Automatic,525000,9
1303,2015,,Maruti,25000,,,500000,8
1304,2018,Maruti Swift ZXI Plus,Maruti,64723,Petrol,Manual,500000,5
1305,2012,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,103303,Diesel,Automatic,1361000,11
1306,2020,BMW X1 sDrive 20d xLine,BMW,27000,Diesel,Automatic,3400000,3
1307,2009,Maruti Swift Ldi BSIII,Maruti,275000,Diesel,Manual,215000,14
1308,2007,Maruti Swift 1.3 VXi,Maruti,90000,Petrol,Manual,225000,16
1309,2017,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,22000,Diesel,Automatic,7050000,6
1310,2019,Hyundai i20 Sportz Plus BSIV,Hyundai,45000,Petrol,Manual,735000,4
1311,2015,,Maruti,25000,,,500000,8
1312,2020,Toyota Fortuner 2.7 2WD AT,Toyota,21000,Petrol,Automatic,3500000,3
1313,2017,Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV,Ford,20000,Petrol,Manual,550000,6
1314,2021,Kia Seltos HTX IVT G,Kia,13000,Petrol,Automatic,1675000,2
1315,2018,Maruti Baleno 1.3 Alpha,Maruti,50000,Diesel,Manual,675000,5
1316,2012,Maruti Swift VXI,Maruti,70000,Petrol,Manual,400000,11
1317,2018,Mahindra NuvoSport N8,Mahindra,35000,Diesel,Manual,900000,5
1318,2018,Tata Hexa XT 4X4,Tata,70000,Diesel,Manual,1150000,5
1319,2015,,Maruti,25000,,,500000,8
1320,2017,Maruti Ciaz 1.4 Alpha,Maruti,40000,Petrol,Manual,775000,6
1321,2013,Ford Figo Diesel Titanium,Ford,100000,Diesel,Manual,245000,10
1322,2016,Hyundai Xcent 1.2 Kappa Base,Hyundai,59306,Petrol,Manual,331000,7
1323,2018,Hyundai i20 1.2 Era,Hyundai,31986,Petrol,Manual,503000,5
1324,2018,Maruti Vitara Brezza ZDi Plus AMT,Maruti,95000,Diesel,Automatic,895000,5
1325,2008,Maruti Alto LXi BSIII,Maruti,80000,Petrol,Manual,110000,15
1326,2016,Mahindra XUV500 AT W10 FWD,Mahindra,57226,Diesel,Automatic,1041000,7
1327,2015,,Maruti,25000,,,500000,8
1328,2020,Maruti Vitara Brezza ZXI AT,Maruti,11783,Petrol,Automatic,1000000,3
1329,2009,Honda City 1.5 S AT,Honda,71000,Petrol,Automatic,240000,14
1330,2016,Maruti Baleno 1.3 Sigma,Maruti,150000,Diesel,Manual,540000,7
1331,2013,Hyundai Verna 1.6 SX,Hyundai,143122,Diesel,Manual,350000,10
1332,2011,Hyundai i10 Magna,Hyundai,79514,Petrol,Manual,190000,12
1333,2013,Toyota Fortuner 4x2 AT,Toyota,85000,Diesel,Automatic,1180000,10
1334,2022,Tata New Safari XZA Plus 6 Str AT,Tata,5790,Diesel,Automatic,2200000,1
1335,2015,,Maruti,25000,,,500000,8
1336,2017,Hyundai EON Era Plus,Hyundai,34455,Petrol,Manual,245000,6
1337,2018,Maruti Alto 800 LXI,Maruti,56401,Petrol,Manual,264000,5
1338,2018,Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,40000,Petrol,Automatic,795000,5
1339,2017,Maruti Wagon R LX BS IV,Maruti,30000,Petrol,Manual,380000,6
1340,2016,Renault KWID RXT,Renault,40000,Petrol,Manual,275000,7
1341,2012,Mahindra XUV500 W8 2WD,Mahindra,110000,Diesel,Manual,550000,11
1342,2015,Audi A4 2.0 TDI Premium Plus,Audi,55000,Diesel,Automatic,1490000,8
1343,2015,,Maruti,25000,,,500000,8
1344,2019,Hyundai Creta 1.4 CRDi S Plus,Hyundai,40000,Diesel,Manual,1200000,4
1345,2018,Maruti Vitara Brezza ZDi AMT,Maruti,73113,Diesel,Automatic,850000,5
1346,2017,Honda City i DTec V,Honda,81152,Diesel,Manual,700000,6
1347,2019,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,Land,40000,Petrol,Automatic,95000,4
1348,2008,Maruti SX4 Zxi BSIII,Maruti,44305,Petrol,Manual,247000,15
1349,2013,Hyundai i20 Magna,Hyundai,47888,Petrol,Manual,700000,10
1350,2016,Maruti Swift ZXI BSIV,Maruti,30500,Petrol,Manual,420000,7
1351,2015,,Maruti,25000,,,500000,8
1352,2020,Maruti Baleno 1.2 Sigma,Maruti,26000,Petrol,Manual,645000,3
1353,2012,Hyundai Verna 1.6 EX VTVT,Hyundai,58978,Petrol,Manual,350000,11
1354,2021,Toyota Urban cruiser High,Toyota,14632,Petrol,Manual,950000,2
1355,2014,Honda City i VTEC V,Honda,33000,Petrol,Manual,595000,9
1356,2017,Maruti Ertiga BSIV LXI,Maruti,9000,Petrol,Manual,795000,6
1357,2013,Mahindra Bolero DI NON AC BS III White,Mahindra,90000,Diesel,Manual,425000,10
1358,2015,Maruti Ciaz ZXi,Maruti,61445,Petrol,Manual,550000,8
1359,2015,,Maruti,25000,,,500000,8
1360,2008,Hyundai i10 Magna 1.1,Hyundai,62217,Petrol,Manual,100000,15
1361,2019,Toyota Fortuner 2.8 4WD AT,Toyota,32000,Diesel,Automatic,3575000,4
1362,2009,Maruti 800 AC BSIII,Maruti,70000,Petrol,Manual,160000,14
1363,2014,Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,65452,Petrol,Manual,450000,9
1364,2021,Mahindra Bolero B6 Opt,Mahindra,43000,Diesel,Manual,950000,2
1365,2011,Hyundai i10 Sportz 1.1L,Hyundai,111408,Petrol,Manual,180000,12
1366,2014,Honda Brio VX,Honda,81112,Petrol,Manual,350000,9
1367,2015,,Maruti,25000,,,500000,8
1368,2013,Chevrolet Spark 1.0 LT BS3,Chevrolet,40000,Petrol,Manual,180000,10
1369,2021,Toyota Innova Crysta 2.4 GX 7 STR,Toyota,35000,Diesel,Manual,1918000,2
1370,2019,Tata Harrier XZ BSIV,Tata,32000,Diesel,Manual,1290000,4
1371,2016,Chevrolet Cruze LTZ AT,Chevrolet,110000,Diesel,Automatic,800000,7
1372,2015,Fiat Avventura MULTIJET Dynamic,Fiat,60000,Diesel,Manual,600000,8
1373,2008,Maruti SX4 Vxi BSIII,Maruti,154629,Petrol,Manual,110000,15
1374,2016,Mahindra XUV500 W10 2WD,Mahindra,87000,Diesel,Manual,925000,7
1375,2015,,Maruti,25000,,,500000,8
1376,2014,Maruti Ertiga VDI,Maruti,164764,Diesel,Manual,580000,9
1377,2013,Renault Pulse RxZ,Renault,174895,Diesel,Manual,500000,10
1378,2018,Maruti Ciaz 1.4 Sigma,Maruti,70000,Petrol,Manual,675000,5
1379,2018,Maruti Ciaz 1.3 Delta,Maruti,54100,Diesel,Manual,695000,5
1380,2015,Honda Amaze S i-Dtech,Honda,60000,Diesel,Manual,280000,8
1381,2014,Toyota Etios G,Toyota,110000,Petrol,Manual,270000,9
1382,2017,Hyundai Creta 1.6 VTVT SX Plus,Hyundai,37000,Petrol,Manual,990000,6
1383,2015,,Maruti,25000,,,500000,8
1384,2021,Honda City i-VTEC V,Honda,16000,Petrol,Manual,1190000,2
1385,2022,Renault Triber RXZ,Renault,2500,Petrol,Manual,775000,1
1386,2016,Maruti Wagon R VXI BS IV,Maruti,35000,Petrol,Manual,350000,7
1387,2011,Toyota Etios G,Toyota,53000,Petrol,Manual,275000,12
1388,2015,Toyota Fortuner 4x4 MT,Toyota,95000,Diesel,Manual,1600000,8
1389,2020,Hyundai i20 Sportz Plus,Hyundai,10000,Petrol,Manual,728000,3
1390,2016,Mahindra TUV 300 T8,Mahindra,110000,Diesel,Manual,500000,7
1391,2015,,Maruti,25000,,,500000,8
1392,2020,Renault Triber RXZ,Renault,25000,Petrol,Manual,795000,3
1393,2022,Mercedes-Benz S-Class S 350d,Mercedes-Benz,1400,Diesel,Automatic,95000,1
1394,2018,Mahindra TUV 300 T10 Dual Tone,Mahindra,50000,Diesel,Manual,750000,5
1395,2017,Honda WR-V i-VTEC S,Honda,35000,Petrol,Manual,700000,6
1396,2017,Mahindra TUV 300 T8 AMT,Mahindra,59000,Diesel,Automatic,755000,6
1397,2016,Maruti Vitara Brezza ZDi Plus,Maruti,49000,Diesel,Manual,675000,7
1398,2013,Maruti Ertiga ZDI,Maruti,78000,Diesel,Manual,740000,10
1399,2015,,Maruti,25000,,,500000,8
1400,2017,Maruti Swift Dzire AMT VDI,Maruti,66650,Diesel,Automatic,526000,6
1401,2013,Maruti Ertiga ZDI,Maruti,56000,Diesel,Manual,721000,10
1402,2022,Toyota Fortuner 4X2 Diesel AT,Toyota,3000,Diesel,Automatic,4200000,1
1403,2020,Honda Amaze VX CVT Petrol,Honda,13470,Petrol,Automatic,875000,3
1404,2016,Mitsubishi Pajero Sport 4X2 AT Dual Tone,Mitsubishi,47215,Diesel,Automatic,1516000,7
1405,2014,Ford Ecosport 1.0 Ecoboost Titanium Optional,Ford,56000,Petrol,Manual,590000,9
1406,2018,Maruti Baleno 1.3 Sigma,Maruti,48000,Diesel,Manual,525000,5
1407,2015,,Maruti,25000,,,500000,8
1408,2018,Ford Figo 1.5 Sports Edition MT,Ford,120000,Diesel,Manual,500000,5
1409,2008,Volkswagen Passat Comfortline DSG,Volkswagen,137396,Diesel,Manual,400000,15
1410,2012,Renault Duster 110PS Diesel RxZ,Renault,77000,Diesel,Manual,565000,11
1411,2020,Maruti Swift VXI,Maruti,16100,Petrol,Manual,665000,3
1412,2021,Hyundai Aura S CNG,Hyundai,6646,CNG,Manual,700000,2
1413,2011,Toyota Innova 2.5 V Diesel 8-seater,Toyota,125000,Diesel,Manual,495000,12
1414,2016,Maruti Alto K10 LXI,Maruti,36866,Petrol,Manual,220000,7
1415,2015,,Maruti,25000,,,500000,8
1416,2020,Toyota Fortuner TRD AT,Toyota,15000,Diesel,Automatic,3825000,3
1417,2016,Ford Ecosport 1.5 TDCi Titanium BSIV,Ford,57000,Diesel,Manual,700000,7
1418,2010,Honda City 1.5 S MT,Honda,51280,Petrol,Manual,200000,13
1419,2015,Maruti Swift Dzire ZXI,Maruti,81937,Petrol,Manual,500000,8
1420,2019,Maruti Ertiga ZXI AT Petrol,Maruti,30000,Petrol,Automatic,1050000,4
1421,2016,Maruti Ciaz ZDi SHVS,Maruti,83195,Diesel,Manual,625000,7
1422,2019,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Ford,23432,Petrol,Automatic,890000,4
1423,2015,,Maruti,25000,,,500000,8
1424,2016,Honda Brio 1.2 S MT,Honda,30000,Petrol,Manual,393000,7
1425,2011,Mercedes-Benz C-Class C 200 CGI Elegance,Mercedes-Benz,86000,Petrol,Automatic,825000,12
1426,2012,Renault Duster 110PS Diesel RxZ,Renault,132910,Diesel,Manual,190000,11
1427,2011,Maruti A-Star Lxi,Maruti,71428,Petrol,Manual,180000,12
1428,2010,Maruti Alto Green Std BSIV,Maruti,120000,CNG,Manual,95000,13
1429,2009,Mercedes-Benz E-Class E350 Petrol,Mercedes-Benz,105000,Petrol,Automatic,950000,14
1430,2014,Renault Scala Diesel RxL,Renault,93789,Diesel,Manual,325000,9
1431,2015,,Maruti,25000,,,500000,8
1432,2019,Renault Duster RXS Option CVT BSIV,Renault,12187,Petrol,Automatic,900000,4
1433,2019,Toyota Glanza V CVT,Toyota,8872,Petrol,Automatic,840000,4
1434,2017,Maruti Swift LXI Optional-O,Maruti,6000,Petrol,Manual,525000,6
1435,2014,Hyundai Elantra CRDi SX AT,Hyundai,60000,Diesel,Automatic,580000,9
1436,2014,Mahindra Scorpio S10 8 Seater,Mahindra,70000,Diesel,Manual,900000,9
1437,2019,Toyota Glanza V,Toyota,3972,Petrol,Manual,800000,4
1438,2014,Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,76000,Diesel,Automatic,1380000,9
1439,2015,,Maruti,25000,,,500000,8
1440,2021,Toyota Fortuner Legender,Toyota,27000,Diesel,Automatic,4950000,2
1441,2010,Hyundai i10 Magna,Hyundai,78548,Petrol,Manual,150000,13
1442,2020,MG Hector Sharp DCT,MG,7500,Petrol,Automatic,1745000,3
1443,2015,Toyota Fortuner 4x4 AT,Toyota,55000,Diesel,Automatic,1690000,8
1444,2009,Hyundai i10 Magna AT,Hyundai,74969,Petrol,Automatic,150000,14
1445,2010,Chevrolet Beat LT,Chevrolet,54319,Petrol,Manual,200000,13
1446,2019,Tata Nexon 1.5 Revotorq XZA Plus DualTone,Tata,87000,Diesel,Automatic,865000,4
1447,2015,,Maruti,25000,,,500000,8
1448,2018,Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,54000,Diesel,Automatic,2000000,5
1449,2015,Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,60226,Diesel,Manual,350000,8
1450,2018,Toyota Land Cruiser VX Premium,Toyota,100000,Diesel,Automatic,95000,5
1451,2021,Hyundai i20 Asta Turbo DCT,Hyundai,22000,Petrol,Automatic,975000,2
1452,2018,Maruti Ertiga CNG VXI,Maruti,77789,CNG,Manual,850000,5
1453,2018,Maruti Ertiga VXI CNG,Maruti,72000,CNG,Manual,870000,5
1454,2017,Maruti Swift Dzire VXI 1.2,Maruti,40000,Petrol,Manual,504000,6
1455,2015,,Maruti,25000,,,500000,8
1456,2020,Tata Altroz XM,Tata,48000,Petrol,Manual,625000,3
1457,2013,Hyundai Santro Xing GL CNG,Hyundai,76000,CNG,Manual,275000,10
1458,2013,Chevrolet Sail 1.3 LS,Chevrolet,110000,Diesel,Manual,160000,10
1459,2018,Honda City i-VTEC VX,Honda,105000,Petrol,Manual,840000,5
1460,2010,BMW 5 Series 530i,BMW,50000,Petrol,Automatic,650000,13
1461,2019,Maruti Swift VXI,Maruti,36000,Petrol,Manual,525000,4
1462,2012,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,110000,Petrol,Manual,210000,11
1463,2015,,Maruti,25000,,,500000,8
1464,2008,Maruti Alto STD,Maruti,40000,Petrol,Manual,120000,15
1465,2017,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,25000,Petrol,Manual,450000,6
1466,2017,Maruti Vitara Brezza ZDi Plus,Maruti,60000,Diesel,Manual,790000,6
1467,2011,Maruti Swift Dzire VXi,Maruti,120000,Petrol,Manual,230000,12
1468,2019,Mahindra XUV500 W11 BSIV,Mahindra,97000,Diesel,Manual,1450000,4
1469,2011,Tata Indica Aqua TDI BSIII,Tata,110000,Diesel,Manual,150000,12
1470,2014,Mitsubishi Pajero Sport 4X4,Mitsubishi,85000,Diesel,Manual,990000,9
1471,2015,,Maruti,25000,,,500000,8
1472,2011,Maruti Wagon R LXI LPG BSIV,Maruti,60000,LPG,Manual,310000,12
1473,2013,Maruti Ertiga VDI,Maruti,90000,Diesel,Manual,500000,10
1474,2022,Tata Harrier XZA AT,Tata,120000,Diesel,Automatic,1810000,1
1475,2021,Mercedes-Benz C-Class Progressive C 220d,Mercedes-Benz,7000,Diesel,Automatic,4700000,2
1476,2016,Maruti Swift Dzire VXI,Maruti,81042,Petrol,Manual,480000,7
1477,2016,Hyundai Grand i10 Sportz,Hyundai,48000,Petrol,Manual,475000,7
1478,2018,Hyundai Xcent 1.2 VTVT S AT,Hyundai,60000,Petrol,Automatic,450000,5
1479,2015,,Maruti,25000,,,500000,8
1480,2013,Audi A4 2.0 TDI,Audi,70000,Diesel,Automatic,975000,10
1481,2007,Honda Accord VTi-L AT,Honda,60000,Petrol,Automatic,110000,16
1482,2013,Chevrolet Sail LS ABS,Chevrolet,82547,Diesel,Manual,267000,10
1483,2009,Hyundai Santro Xing GL,Hyundai,8796,Petrol,Manual,145000,14
1484,2020,Maruti Baleno RS 1.0 Petrol,Maruti,43000,Petrol,Manual,525000,3
1485,2018,Honda City i-VTEC CVT V,Honda,12500,Petrol,Automatic,1000000,5
1486,2009,Mercedes-Benz C-Class C 200 Kompressor Elegance AT,Mercedes-Benz,45516,Petrol,Automatic,509000,14
1487,2015,,Maruti,25000,,,500000,8
1488,2018,Honda Amaze S i-VTEC,Honda,44768,Petrol,Manual,470000,5
1489,2013,BMW X1 sDrive20d,BMW,65000,Diesel,Automatic,975000,10
1490,2017,Hyundai EON Era Plus Option,Hyundai,43102,Petrol,Manual,290000,6
1491,2009,Tata Sumo EX,Tata,64771,Diesel,Manual,150000,14
1492,2014,Maruti Swift VDI BSIV,Maruti,61670,Diesel,Manual,285000,9
1493,2020,Hyundai Venue S BSIV,Hyundai,16100,Petrol,Manual,845000,3
1494,2022,Hyundai Aura S CNG,Hyundai,25000,CNG,Manual,785000,1
1495,2015,,Maruti,25000,,,500000,8
1496,2017,Volvo S60 D4 KINETIC,Volvo,99000,Diesel,Automatic,1680000,6
1497,2019,Hyundai Creta 1.6 SX Option Executive Diesel,Hyundai,43800,Diesel,Manual,1500000,4
1498,2016,Toyota Corolla Altis D-4D J,Toyota,80000,Diesel,Manual,950000,7
1499,2020,Hyundai Kona Premium,Hyundai,45480,Electric,Automatic,1600000,3
1500,2018,Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,24437,Petrol,Automatic,950000,5
1501,2009,Hyundai Santro Xing GLS,Hyundai,85501,Petrol,Manual,185000,14
1502,2018,Toyota Innova Crysta 2.8 ZX AT BSIV,Toyota,85000,Diesel,Automatic,1990000,5
1503,2015,,Maruti,25000,,,500000,8
1504,2017,Renault KWID 1.0 RXT Optional,Renault,125230,Petrol,Manual,250000,6
1505,2020,Maruti Ciaz Alpha,Maruti,6400,Petrol,Manual,900000,3
1506,2009,Hyundai i10 Sportz 1.2,Hyundai,54159,Petrol,Manual,250000,14
1507,2011,Audi RS5 Coupe,Audi,55000,Petrol,Automatic,3500000,12
1508,2013,Maruti Zen Estilo VXI BSIII,Maruti,32000,Petrol,Manual,275000,10
1509,2016,Mahindra KUV 100 mFALCON G80 K4,Mahindra,45007,Petrol,Manual,295000,7
1510,2014,Honda City i DTEC V,Honda,120000,Diesel,Manual,550000,9
1511,2015,,Maruti,25000,,,500000,8
1512,2015,Audi A4 2.0 TDI Premium Plus,Audi,42000,Diesel,Automatic,1550000,8
1513,2014,Maruti Ritz VXi,Maruti,37010,Petrol,Manual,265000,9
1514,2012,Nissan Evalia 2012 XV Option,Nissan,42133,Diesel,Manual,270000,11
1515,2017,BMW X1 sDrive 20d xLine,BMW,44432,Diesel,Automatic,2250000,6
1516,2014,Land Rover Freelander 2 SE,Land,80000,Diesel,Automatic,1850000,9
1517,2022,Tata Nexon EV Prime XZ Plus,Tata,6590,Electric,Automatic,1714000,1
1518,2016,Hyundai i20 Sportz 1.2,Hyundai,38007,Petrol,Manual,511000,7
1519,2015,,Maruti,25000,,,500000,8
1520,2018,Honda Amaze S i-VTEC,Honda,20301,Petrol,Manual,500000,5
1521,2019,Tata Nexon 1.2 Revotron XZA Plus,Tata,40000,Petrol,Automatic,900000,4
1522,2016,Maruti Ertiga VXI,Maruti,49005,Petrol,Manual,590000,7
1523,2017,Renault Duster 110PS Diesel RxZ AMT,Renault,28000,Diesel,Automatic,765000,6
1524,2009,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Hyundai,90000,Diesel,Manual,250000,14
1525,2018,Toyota Innova Crysta 2.4 VX MT BSIV,Toyota,62000,Diesel,Manual,1680000,5
1526,2020,Honda City i-VTEC ZX,Honda,12728,Petrol,Manual,1365000,3
1527,2015,,Maruti,25000,,,500000,8
1528,2021,Maruti XL6 Alpha AT,Maruti,13890,Petrol,Automatic,1190000,2
1529,2014,Maruti Swift Dzire LDI,Maruti,46001,Diesel,Manual,359000,9
1530,2022,Maruti Ertiga ZXI CNG,Maruti,3388,CNG,Manual,1270000,1
1531,2015,Hyundai i20 Sportz 1.4 CRDi,Hyundai,90000,Diesel,Manual,400000,8
1532,2021,MG Hector Sharp AT BSIV,MG,25000,Petrol,Automatic,1665000,2
1533,2015,Maruti Celerio VXI,Maruti,65000,Petrol,Manual,396000,8
1534,2018,Ford Ecosport 1.5 Diesel Titanium BSIV,Ford,64000,Diesel,Manual,799000,5
1535,2015,,Maruti,25000,,,500000,8
1536,2018,Audi Q3 35 TDI Quattro Premium Plus,Audi,64000,Diesel,Automatic,3090000,5
1537,2010,Honda City 1.5 S MT,Honda,57420,Petrol,Manual,225000,13
1538,2021,Maruti Swift Dzire ZXI,Maruti,5700,Petrol,Manual,790000,2
1539,2017,Volvo XC 90 D5 Inscription,Volvo,69000,Diesel,Automatic,5100000,6
1540,2013,Volkswagen Vento Diesel Highline,Volkswagen,80950,Diesel,Manual,425000,10
1541,2021,Maruti Baleno Zeta,Maruti,10815,Petrol,Manual,800000,2
1542,2019,Skoda Rapid 1.5 TDI Style BSIV,Skoda,79000,Diesel,Manual,950000,4
1543,2015,,Maruti,25000,,,500000,8
1544,2021,Volvo XC60 D5 Inscription,Volvo,15000,Diesel,Automatic,6100000,2
1545,2018,Honda City i-VTEC V,Honda,31314,Petrol,Manual,895000,5
1546,2016,Volkswagen Vento 1.5 TDI Highline,Volkswagen,97000,Diesel,Manual,700000,7
1547,2013,Maruti Alto 800 LXI,Maruti,51218,Petrol,Manual,160000,10
1548,2021,Tata Nexon XZ Plus,Tata,26000,Petrol,Manual,990000,2
1549,2014,Audi A6 2.0 TDI Premium Plus,Audi,100000,Diesel,Automatic,1850000,9
1550,2015,Maruti Alto 800 VXI,Maruti,23245,Petrol,Manual,230000,8
1551,2015,,Maruti,25000,,,500000,8
1552,2012,Hyundai i20 Asta Optional with Sunroof 1.2,Hyundai,8543,Petrol,Manual,500000,11
1553,2017,Toyota Fortuner 2.8 2WD MT BSIV,Toyota,48000,Diesel,Manual,2550000,6
